measurement_time	3D_X	3D_Z	2D_Y2	2D_Y1	2D_X1	2D_X2
6929878058961380352	-0.41563	-0.0971557	-0.164415	-0.0958952	-0.212091	-0.0968663
6929878065424706560	-0.415797	-0.0982651	-0.164469	-0.0959177	-0.211994	-0.0977409
6929878071888030720	-0.41381	-0.0984451	-0.163575	-0.0962489	-0.210094	-0.0976959
6929878078351358976	-0.413533	-0.0982393	-0.155453	-0.0964708	-0.209753	-0.0965255
6929878084814686208	-0.416652	-0.0983004	-0.162865	-0.0965673	-0.215644	-0.0965094
6929878091286603776	-0.415617	-0.0979853	-0.163736	-0.0963293	-0.210846	-0.0963068
6929878097749929984	-0.413263	-0.0974676	-0.155717	-0.0966444	-0.210927	-0.0969981
6929878104221850624	-0.413916	-0.0981943	-0.156234	-0.0969917	-0.212268	-0.096683
6929878110685177856	-0.413623	-0.0960914	-0.155919	-0.0967698	-0.210033	-0.0964033
6929878117148503040	-0.41515	-0.0981396	-0.159045	-0.0971879	-0.21131	-0.096683
6929878123611829248	-0.415999	-0.0982843	-0.163913	-0.0953872	-0.21139	-0.0967409
6929878130075155456	-0.413166	-0.097847	-0.164289	-0.0963164	-0.214178	-0.097265
6929878136547077120	-0.412507	-0.0979499	-0.164897	-0.0963229	-0.211104	-0.0972007
6929878143018996736	-0.415691	-0.0980818	-0.163942	-0.0973551	-0.212136	-0.0961653
6929878149482322944	-0.415028	-0.0982618	-0.15626	-0.0964258	-0.211429	-0.097265
6929878155954243584	-0.416105	-0.0976927	-0.165013	-0.094863	-0.209554	-0.0969949
6929878162417569792	-0.413523	-0.0971975	-0.156311	-0.095966	-0.212731	-0.0976734
6929878168880897024	-0.414462	-0.0980368	-0.164099	-0.095802	-0.213477	-0.0976155
6929878175344221184	-0.413752	-0.0981814	-0.163952	-0.0961364	-0.212448	-0.0963293
6929878181807548416	-0.412736	-0.0979724	-0.164607	-0.0969017	-0.213451	-0.0960238
6929878188270874624	-0.41289	-0.0973422	-0.155874	-0.0974419	-0.209962	-0.0961975
6929878194734200832	-0.413912	-0.0971846	-0.155967	-0.0971975	-0.210203	-0.0966991
6929878201206121472	-0.413578	-0.0982393	-0.155836	-0.0959788	-0.209721	-0.0976863
6929878207669446656	-0.413855	-0.096847	-0.160791	-0.0965705	-0.212409	-0.0969531
6929878214132773888	-0.414671	-0.0965576	-0.159247	-0.0961492	-0.210647	-0.0976155
6929878220596099072	-0.416105	-0.0970014	-0.163495	-0.0965158	-0.216165	-0.0965608
6929878227059425280	-0.416449	-0.0975191	-0.164022	-0.0966927	-0.214249	-0.0967538
6929878233522752512	-0.415687	-0.0981879	-0.164292	-0.09622	-0.212689	-0.0968663
6929878239986077696	-0.4126	-0.0984805	-0.164283	-0.0964161	-0.208229	-0.095146
6929878246449404928	-0.412507	-0.0978567	-0.165267	-0.0965062	-0.212175	-0.0968824
6929878252912730112	-0.412922	-0.0976187	-0.164791	-0.0968856	-0.212306	-0.0970528
6929878259384651776	-0.412935	-0.0966702	-0.164296	-0.0964354	-0.212332	-0.097101
6929878265847976960	-0.415761	-0.0979467	-0.16481	-0.0952746	-0.212618	-0.0974097
6929878272311304192	-0.414597	-0.0982297	-0.163382	-0.0958341	-0.212117	-0.0966894
6929878278774629376	-0.415539	-0.0976573	-0.164353	-0.0960271	-0.210374	-0.0966766
6929878285237955584	-0.413723	-0.0980657	-0.164717	-0.0962264	-0.211036	-0.0974001
6929878291701281792	-0.413057	-0.0968149	-0.165	-0.0965608	-0.211673	-0.0961943
6929878298164608000	-0.413523	-0.0977409	-0.164408	-0.0965094	-0.210975	-0.0973068
6929878304627933184	-0.412327	-0.0976155	-0.165045	-0.0969917	-0.208605	-0.0961492
6929878311091259392	-0.412568	-0.0979949	-0.164148	-0.09722	-0.209181	-0.0973293
6929878317554587648	-0.412154	-0.0966348	-0.164051	-0.0962264	-0.211949	-0.0971493
6929878324017911808	-0.413154	-0.0985802	-0.163617	-0.0966251	-0.209975	-0.0969531
6929878330481239040	-0.412703	-0.0985962	-0.163238	-0.0958566	-0.213068	-0.0968502
6929878336944565248	-0.413205	-0.0979789	-0.160784	-0.0978342	-0.211718	-0.0959306
6929878343407891456	-0.412787	-0.0979885	-0.161852	-0.0963743	-0.212409	-0.0968149
6929878349871217664	-0.413369	-0.0974258	-0.158971	-0.0970753	-0.209592	-0.0969113
6929878356334541824	-0.412838	-0.0982779	-0.161064	-0.0972908	-0.211602	-0.0963904
6929878362797868032	-0.41217	-0.0965126	-0.159115	-0.0959885	-0.206978	-0.0966991
6929878369261194240	-0.413137	-0.0983261	-0.158549	-0.096503	-0.211181	-0.0968213
