measurement_time	3D_X	3D_Z	2D_Y2	2D_Y1	2D_X1	2D_X2
6931031629129139200	-0.38015	-1.97958	-0.101175	-0.0630005	-2.72395	-7.11955
6931031622665814016	-0.380336	-1.98271	-0.100468	-0.0676084	-2.72858	-7.12389
6931031616202487808	-0.39889	-2.00703	-0.135391	-0.0894256	-2.74924	-7.14573
6931031609730566144	-0.405304	-2.00737	-0.11859	-0.0902938	-2.74685	-7.14704
6931031603267239936	-0.390108	-1.99273	-0.118484	-0.0733641	-2.73777	-7.12997
6931031596795318272	-0.371844	-1.96931	-0.0862455	-0.0541386	-2.71751	-7.10793
6931031590323401728	-0.385066	-1.98963	-0.107529	-0.0731487	-2.73257	-7.12893
6931031583860071424	-0.39943	-2.00647	-0.129182	-0.0889272	-2.74806	-7.1452
6931031577396746240	-0.405224	-2.00719	-0.117381	-0.0885928	-2.74996	-7.14672
6931031570933420032	-0.380722	-1.97921	-0.101268	-0.0637916	-2.72382	-7.12059
6931031564470094848	-0.377831	-1.97737	-0.0988792	-0.0617465	-2.72395	-7.11664
6931031557998175232	-0.394944	-2.00261	-0.131729	-0.0857246	-2.74702	-7.14174
6931031551526252544	-0.404346	-2.00709	-0.118735	-0.0901813	-2.74903	-7.14581
6931031545054330880	-0.388838	-1.98908	-0.112908	-0.0715024	-2.73358	-7.12839
6931031538582410240	-0.377394	-1.97694	-0.0976252	-0.0602256	-2.7222	-7.11724
6931031532119084032	-0.391928	-1.9987	-0.121767	-0.0820942	-2.74334	-7.13914
6931031525655757824	-0.404915	-2.00795	-0.118835	-0.0899723	-2.75097	-7.14695
6931031519192431616	-0.396793	-2.00068	-0.126494	-0.0846795	-2.74337	-7.14167
